id,category_name,language_id,phrase_id,translation,
4063,13,4,1306,121-Alca-M-HR-tab,
4064,13,5,1306,121-总碱度-M-高量程-片剂,
4065,13,6,1306,121-Alka-M-HR-כדורים,
4066,13,7,1306,121-Alca-M-HR-tab,
4067,13,8,1306,121-Alka-M-HR-tab,
4068,13,9,1306,121-Alka-M-HR-tablet,
4069,13,10,1306,121-Alcal-M-HR-past,
4070,13,12,1306,121-Alka-M-HR-tab,
4071,13,14,1306,121- القلويه - ميثيل أورانج,
4072,13,18,1306,121-Alcalin-M-HR-tab,
4073,13,21,1306,121-Alka-M-HR-tab,
4074,13,23,1306,121 M-lúgosság HR tabletta,
4075,13,24,1306,121_Mアルカリ度(高レンジ)_錠剤,
4076,13,1,1307,122-ChlorineMR-tab,
4077,13,2,1307,122-Chlor-MR-tab,
4078,13,3,1307,122-ХлорСД-таб,
4079,13,4,1307,122-Chlore-MR-tab,
4080,13,5,1307,122-氯-中量程-片剂,
4081,13,6,1307,122-כלורין-MR-כדורים,
4082,13,7,1307,122-Cloro-MR-tab,
4083,13,8,1307,122-Chlor-MR-tab,
4084,13,9,1307,122-KlorMR-tablet,
4085,13,10,1307,122-Cloro-MR-past,
4086,13,12,1307,122-Chloor-MR-tab,
4087,13,14,1307,122- الكلور - مدى قياس متوسط - أقراص,
4088,13,18,1307,122-Cloro-MR-tab,
4089,13,21,1307,122-klorineMR-tab,
4090,13,23,1307,122 Klór MR tabletta,
4091,13,24,1307,122_残留塩素(中レンジ)_錠剤,
4092,13,1,1308,124-Chloride-liq,
4093,13,2,1308,124-Chlorid-liq,
4094,13,3,1308,124-Хлорид-жид,
4095,13,4,1308,124-Chlorure-liq,
4096,13,5,1308,124-氯离子-液剂,
4097,13,6,1308,124-כלוריד-נוזלי,
4098,13,7,1308,124-Clorido-liq,
4099,13,8,1308,124-Chlorki-ciecz,
4100,13,9,1308,124-Kloride-sıvı,
4101,13,10,1308,124-Cloruri-liq,
4102,13,12,1308,124-Chloride-liq,
4103,13,14,1308,124- الكلورايد - سائل ,
4104,13,18,1308,124-Cloreto-líq,
4105,13,21,1308,124-Kloride-flytande,
4106,13,23,1308,124 Klorid folyadék,
4107,13,24,1308,124_塩化物_液体試薬,
4108,13,1,1309,125-Acsam.28F-liq,
4109,13,2,1309,125-Acsam.28F-liq,
4110,13,3,1309,125-Акзам.28F-жид,
4111,13,4,1309,125-Acsam.28F-liq,
4112,13,5,1309,125-Acsam.28F-液剂,
4113,13,6,1309,125-Acsam.28F-נוזלי,
4114,13,7,1309,125-Acsam.28F-liq,
4115,13,8,1309,125-Acsam.28F-ciecz,
4116,13,9,1309,125-Acsam.28F-sıvı,
4117,13,10,1309,125-Acsam.28F-liq,
4118,13,12,1309,125-Acsam.28F-liq,
4119,13,14,1309,125- أكسامين,
4120,13,18,1309,125-Acsam.28F-líq,
4121,13,21,1309,125-Acsam.28F-flytande,
4122,13,23,1309,125 Acsam.28F folyadék,
4123,13,24,1309,125-Acsam.28F-liq,
4124,13,1,1310,126-AcsamineDW-liq,
4125,13,2,1310,126-AcsamineDW-liq,
4126,13,3,1310,126-АкзаминDW-жид,
4127,13,4,1310,126-AcsamineDW-liq,
4128,13,5,1310,126-AcsamineDW-液剂,
4129,13,6,1310,126-AcsamineDW-נוזלי,
4130,13,7,1310,126-AcsamineDW-liq,
4131,13,8,1310,126-AcsamineDW-ciecz,
4132,13,9,1310,126-AcsamineDW-sıvı,
4133,13,10,1310,126-AcsamineDW-liq,
4134,13,12,1310,126-AcsamineDW-liq,
4135,13,14,1310,126- أكسامين,
4136,13,18,1310,126-Acsam.DW-líq,
4137,13,21,1310,126-AcsamineDW-flytande,
4138,13,23,1310,126 Acsamine DW folyadék,
4139,13,24,1310,126-AcsamineDW-liq,
4140,13,1,1311,"127-Iron-MR-Fe-pow
",
4141,13,2,1311,127-EisenMR-Fe-Pul,
4142,13,3,1311,127-Железо-СД-Fe-пор,
4143,13,4,1311,127-Fer-MR-Fe-pou,
4144,13,5,1311,127-铁-中量程-粉剂,
4145,13,6,1311,127-ברזל-MR-Fe-אבקה,
4146,13,7,1311,127-HierroMRFe-pol,
4147,13,8,1311,127-Żelazo-MR-Fe-proszek,
4148,13,9,1311,127-Demir-MR-Fe-toz,
4149,13,10,1311,127-Ferro-MR-Fe-polvere,
4150,13,12,1311,127-Ijzer-MR-Fe-pow,
4151,13,14,1311,127- الحديد - مدى قياس متوسط,
4152,13,18,1311,127-Ferro-MR-Fe-pow,
4153,13,21,1311,127-¨Järn-MR-Fe-pow,
4154,13,23,1311,127 Vas MR por,
4155,13,24,1311,127_鉄(中レンジ),
4156,13,1,1312,128-Bromine-pp,
4157,13,2,1312,128-Brom-pp,
4158,13,3,1312,128-Бром-пп,
4159,13,4,1312,128-Brome-pp,
4160,13,5,1312,128-溴,
4161,13,6,1312,128-ברומין-PP,
4162,13,7,1312,128-Bromo-pp,
4163,13,8,1312,128-Brom-proszek,
4164,13,9,1312,128-Bromür-pp,
4165,13,10,1312,"128-Bromo-polvere
",
4166,13,12,1312,128-Broom-pp,
4167,13,14,1312,128- البروم ,
4168,13,18,1312,128-Bromo-pp,
4169,13,21,1312,128-Bromine-pp,
4170,13,23,1312,128 Bróm pp,
4171,13,24,1312,128_臭素,
4172,13,1,1313,129-Chlorine-pp,
4173,13,2,1313,129-Chlor-pp,
4174,13,3,1313,129-Хлор-пп,
4175,13,4,1313,129-Chlore-pp,
4176,13,5,1313,129-氯,
4177,13,6,1313,129-כלורין-PP,
4178,13,7,1313,129-Cloro-pp,
4179,13,8,1313,129-Chlor-proszek,
4180,13,9,1313,129-Klor-pp,
4181,13,10,1313,129-Cloro-polvere,
4182,13,12,1313,129-Chloor-pp,
4183,13,14,1313,129- الكلور,
4184,13,18,1313,129-Cloro-pp,
4185,13,21,1313,129-Klorine-pp,
4186,13,23,1313,129 Klorin pp,
4187,13,24,1313,129_遊離残留塩素,
4188,13,1,1314,130-Chl-Diox-pp,
4189,13,2,1314,130-Chlordiox-pp,
4190,13,3,1314,130-Дио-Хлор-пп,
4191,13,4,1314,130-Diox-Chl-pp,
4192,13,5,1314,130-二氧化氯,
4193,13,6,1314,130-כלורדאוציד-PP,
4194,13,7,1314,130-Diox-Cl-pp,
4195,13,8,1314,130-Dwutl-Chlor-proszek,
4196,13,9,1314,130-Chl-Diox-pp,
4197,13,10,1314,130-Bioss Cloro-polvere,
4198,13,12,1314,130-Chloordiox-pp,
4199,13,14,1314,130- ثاني أكسيد الكلور,
4200,13,18,1314,130-Dióx-Cloro-pp,
4201,13,21,1314,130-Chl-Diox-pp,
4202,13,23,1314,130 Klórdioxid pp,
4203,13,24,1314,130_二酸化塩素,
4204,13,1,1315,132-Iron-tot-LR-pp,
4205,13,2,1315,132-Eisen-gesLR-pp,
4206,13,3,1315,132-Общ-железо-НД-пп,
4207,13,4,1315,132-Fer-total-LR-pp,
4208,13,5,1315,132-总铁-低量程,
4209,13,6,1315,132-ברזל-כללי-LR-pp,
4210,13,7,1315,132-Hier-tot-LR-pp,
4211,13,8,1315,132-Żelazo-og-LR-proszek,
4212,13,9,1315,132-Demir-tot-LR-pp,
4213,13,10,1315,132-Ferro-Tot-LR-polv,
4214,13,12,1315,132-Ijzer-tot-LR-pp,
4215,13,14,1315,132- الحديد الكلي - مدى قياس منخفض,
4216,13,18,1315,132-Ferro-Tot-LR-pp,
4217,13,21,1315,132-Järn-tot-LR-pp,
4218,13,23,1315,132 Összes vas LR pp,
4219,13,24,1315,132_鉄,
4220,13,1,1316,134-Molybd-HR-pp,
4221,13,2,1316,134-Molybd-HR-pp,
4222,13,3,1316,134-Молибд-ВД-пп,
4223,13,4,1316,134-Molybd-HR-pp,
4224,13,5,1316,134-钼-高量程-粉剂,
4225,13,6,1316,134-מוליבד-HR-pp,
4226,13,7,1316,134-Molibd-HR-pp,
4227,13,8,1316,134-Molibd-HR-proszek,
4228,13,9,1316,134-Molibdin-HR-pp,
4229,13,10,1316,134-Molibd-HR-pol,
4230,13,12,1316,134-Molybdaat-HR-pp,
4231,13,14,1316,134- مدى قياس مرتفع,
4232,13,18,1316,134-Molibdato-HR-pp,
4233,13,21,1316,134-Molybd-HR-pp,
4234,13,23,1316,134 Molibdén HR pp,
4235,13,24,1316,134_モリブデン(高レンジ),
4236,13,1,1317,139-Iodine-pp,
4237,13,2,1317,139-Jod-pp,
4238,13,3,1317,139-Йод-пп,
4239,13,4,1317,139-Iode-pp,
4240,13,5,1317,139-碘,
4241,13,6,1317,139-יוד-PP,
4242,13,7,1317,139-Yodo-pp,
4243,13,8,1317,139-Jod-proszek,
4244,13,9,1317,139-İyot-pp,
4245,13,10,1317,139-Iodio-polvere,
4246,13,12,1317,139-Jodium-pp,
4247,13,14,1317,139- اليود,
4248,13,18,1317,139-Iodo-pp,
4249,13,21,1317,139-Jod-pp,
4250,13,23,1317,139 Jód pp,
4251,13,24,1317,139_ヨウ素,
4252,13,1,1318,140-Sulphide-Ha,
4253,13,2,1318,140-Sulfide-Ha,
4254,13,3,1318,140-Сульфид-,
4255,13,4,1318,140-Sulfure-Ha,
4256,13,5,1318,140-硫化物,
4257,13,6,1318,140-סולפיד-HA,
4258,13,7,1318,140-Sulfuro-Ha,
4259,13,8,1318,140-Siarczki-Ha,
4260,13,9,1318,140-Sülfür-Ha,
4261,13,10,1318,140-Solfuri-Ha,
4262,13,12,1318,140-Sulfide-Ha,
4263,13,14,1318,140- السلفيد,
4264,13,18,1318,140-Sulfureto-Ha,
4265,13,21,1318,140-Sulfit-Ha,
4266,13,23,1318,140 Szulfid Ha,
4267,13,24,1318,140_硫化物,
4268,13,1,1319,141-Acsamine-liq,
4269,13,2,1319,141-Acsamine-liq,
4270,13,3,1319,141-Акзамин-жид,
4271,13,4,1319,141-Acsamine-liq,
4272,13,5,1319,141-Ascamine-液剂,
4273,13,6,1319,141-Acsamine-נוזלי,
4274,13,7,1319,141-Acsamine-liq,
4275,13,8,1319,141-Acsamine-ciecz,
4276,13,9,1319,141-Acsamine-sıvı,
4277,13,10,1319,141-Acsamine-liq,
4278,13,12,1319,141-Acsamine-liq,
4279,13,14,1319,141- أكسامين,
4280,13,18,1319,141-Acsamina-líq,
4281,13,21,1319,141-Acsamine-flytande,
4282,13,23,1319,141 Acsamine folyadék,
4283,13,24,1319,141-Acsamine-liq,
4284,13,1,1320,147-Legionella-liq,
4285,13,2,1320,147-Legion.-liq,
4286,13,3,1320,174-Легионелла-жид,
4287,13,4,1320,147-Légion.-liq,
4288,13,5,1320,147-军团菌-液剂,
4289,13,6,1320,147-ליגיונלה-נוזלי,
4290,13,7,1320,147-Legionella-liq,
4291,13,8,1320,147-Legionella-ciecz,
4292,13,9,1320,147-Lejyonella-sıvı,
4293,13,10,1320,147-Legionella-liq,
4294,13,12,1320,147-Legionella-liq,
4295,13,14,1320,147- ليجونيلا - سائل,
4296,13,18,1320,147-Legionela-líq,
4297,13,21,1320,147-Legionella-flytande,
4298,13,23,1320,147 Legionella folyadék,
4299,13,24,1320,147_レジオネラ,
4300,13,1,1321,148-Hard-tot-liq,
4301,13,2,1321,148-Hard-tot-liq,
4302,13,3,1321,148-Жест-общ-жид,
4303,13,4,1321,148-Dure-tot-liq,
4304,13,5,1321,148-总硬度-液剂,
4305,13,7,1321,148-Dureza Total liq,
4306,13,8,1321,148-Twardość-ogólna-ciecz,
4307,13,10,1321,148-Durezza-tot-liq,
4308,13,12,1321,148-Hard-tot-liq,
4309,13,14,1321,148- العسر الكلي - سائل,
4310,13,18,1321,148-Dureza-Tot-líq,
4311,13,21,1321,148-Hard-tot-flytande,
4312,13,23,1321,148 Összes keménység folyadék,
4313,13,24,1321,148_全硬度_液体試薬,
4314,13,1,1322,149-Iron-Oil-liq,
4315,13,2,1322,149-Eisen-Öl-liq,
4316,13,3,1322,149-Желези-Масл-жид,
4317,13,4,1322,149-Fer-L'huile-liq,
4318,13,5,1322,149-铁-油-液剂,
4319,13,6,1322,149-ברזל-שמן-נוזלי,
4320,13,7,1322,149-Hierro-aceite-liq,
4321,13,8,1322,149-Żelazo-Oil-ciecz,
4322,13,9,1322,149-Demir-Yağ-sıvı,
4323,13,10,1322,149-Ferro-Oil-liq,
4324,13,12,1322,149-Ijzer-Olie-liq,
4325,13,14,1322,149- الحديد,
4326,13,18,1322,149-Óleo-Ferro-líq,
4327,13,21,1322,149-Iron-Oil-flytande,
4328,13,23,1322,149 Vas olaj folyadék,
4329,13,24,1322,149_油中鉄_液体試薬,
4330,13,1,1323,150-UreaHR-tab-liq,
4331,13,2,1323,150-Harnst-HR-tab,
4332,13,3,1323,150-МочевВД-таб-жид,
4333,13,4,1323,150-UréeHRtab-liq,
4334,13,5,1323,150-尿素-高量程-片剂-液剂,
4335,13,6,1323,150-אוריאה-HR-כדורים-נוזלי,
4336,13,7,1323,150-UreaHR-tab-liq,
4337,13,8,1323,150-MocznikHR-tab-ciecz,
4338,13,9,1323,150-ÜreHR-tab-sıvı,
4339,13,10,1323,150-UreaHR-past-liq,
4340,13,12,1323,150-UreumHR-tab-liq,
4341,13,14,1323,150- اليوريا - مدى قياس مرتفع,
4342,13,18,1323,150-UréiaHR-tab-líq,
4343,13,21,1323,150-UreaHR-tab-flytande,
4344,13,23,1323,150 Karbamid HR tabletta,
4345,13,24,1323,150_尿素(高レンジ),
4346,13,1,1324,151-NitroTotLR-pre,
4347,13,2,1324,151-StickGesLR-pre,
4348,13,3,1324,151-ОбщНитроНД-гот,
4349,13,4,1324,151-AzoteTotLR-pre,
4350,13,5,1324,151-总氮-低量程-制备,
4351,13,6,1324,151-ניטרו-כללי-LR-pre,
4352,13,7,1324,151-NitroTotLR-pre,
4353,13,8,1324,151-AzotOgLR-pre,
4354,13,9,1324,151-NitroTotLR-pre,
4355,13,10,1324,151-AzotoTotLR-pre,
4356,13,12,1324,151-StikstTotLR-pre,
4357,13,14,1324,151- النتروجين الكلي - مدى قياس منخفض - أنابيب سابقة التحضير,
4358,13,18,1324,151-NitrogTotLR-pre,
4359,13,21,1324,151-NitroTotLR-pre,
4360,13,23,1324,151 Összes nitrogén LR pre,
4361,13,24,1324,151_全窒素(低レンジ)_バイアル,
4362,13,1,1325,152-NitroTotHR-pre,
4363,13,2,1325,152-StickGesHR-pre,
4364,13,3,1325,152-ОбщНитроВД-гот,
4365,13,4,1325,152-AzoteTotHR-pre,
4366,13,5,1325,152-总氮-高量程-制备,
4367,13,6,1325,152-ניטרו-טוטאל-HR-pre,
4368,13,7,1325,152-NitroTotHR-pre,
4369,13,8,1325,152-AzotOgHR-pre,
4370,13,9,1325,152-NitroTotHR-pre,
4371,13,10,1325,152-AzotoTotHR-pre,
4372,13,12,1325,152-StikstTotHR-pre,
4373,13,14,1325,152- النتروجين الكلي - مدى قياس مرتفع - أنابيب سابقة التحضير,
4374,13,18,1325,152-NitroTotHR-pre,
4375,13,21,1325,152-NitroTotHR-pre,
4376,13,23,1325,152 Összes nitrogén HR pre,
4377,13,24,1325,152_全窒素(高レンジ)_バイアル,
4378,13,1,1326,153-PsphrTotLR-tab,
4379,13,2,1326,153-PsphrGesLR-tab,
4380,13,3,1326,153-ФосвОбщНД-таб,
4381,13,4,1326,153-PsphrTotLR-tab,
4382,13,5,1326,153-总磷-低量程-片剂,
4383,13,6,1326,153-PsphrTotLR-כדורים,
4384,13,7,1326,153-FosfTotLR-tab,
4385,13,8,1326,153-FosforCałkLR-tab,
4386,13,9,1326,153-PsphrTotLR-tablet,
4387,13,10,1326,153-FosforoTotLR-pas,
4388,13,12,1326,153-FosforTotLR-tab,
4389,13,14,1326,153- الفوسفور الكلي - مدى قياس منخفض - أقراص,
4390,13,18,1326,153-FósforoTotLR-tab,
4391,13,21,1326,153-PsphrTotLR-tab,
4392,13,23,1326,153 Összes foszfor LR tabletta,
4393,13,24,1326,153_全リン(低レンジ),
4394,13,1,1327,154-PsphrTotHR-tab,
4395,13,2,1327,154-PsphrGesHR-tab,
4396,13,3,1327,154-ФосвОбщВД-таб,
4397,13,4,1327,154-PsphrTotHR-tab,
4398,13,5,1327,154-总磷-高量程-片剂,
4399,13,6,1327,154-PsphrTotHR-כדורים,
4400,13,7,1327,154-FosfTotHR-tab,
4401,13,8,1327,154-FosforOgHR-tab,
4402,13,9,1327,154-PsphrTotHR-tablet,
4403,13,10,1327,154-FosforoTotHR-pas,
4404,13,12,1327,154-FosforTotHR-tab,
4405,13,14,1327,153- الفوسفور الكلي - مدى قياس مرتفع - أقراص,
4406,13,18,1327,154-FósforoTotHR-tab,
4407,13,21,1327,154-PsphrTotHR-tab,
4408,13,23,1327,154 Összes foszfor HR tabletta,
4409,13,24,1327,154_全リン(高レンジ),
4410,13,1,1328,155-AmmoniaHR-pre,
4411,13,2,1328,155-AmmoniumHR-pre,
4412,13,3,1328,155-АмvонийВД-гот,
4413,13,4,1328,155-AmmoniumHR-pre,
4414,13,5,1328,155-氨-高量程-制备,
4415,13,6,1328,155-אמוניה HR-PRE,
4416,13,7,1328,155-AmonioHR-pre,
4417,13,8,1328,155-AmoniakHR-pre,
4418,13,9,1328,155-AmonyumHR-pre,
4419,13,10,1328,155-AmmonHR-pre,
4420,13,12,1328,155-AmmoniakHR-pre,
4421,13,14,1328,155- الأمونيا - مدى قياس مرتفع - أنابيب سابقة التحضير,
4422,13,18,1328,155-AmôniaHR-pre,
4423,13,21,1328,155-AmmoniaHR-pre,
4424,13,23,1328,155 Ammónia HR pre,
4425,13,24,1328,155_アンモニア(高レンジ),
4426,13,1,1329,156-Watch-Ad,
4427,13,2,1329,156-Watch-Ad,
4428,13,3,1329,156-Часы-Ад,
4429,13,4,1329,156-Watch-Ad,
4430,13,5,1329,156-Watch-套头,
4431,13,6,1329,156-Watch-Ad,
4432,13,7,1329,156-Watch-Ad,
4433,13,8,1329,156-Kontrola-Ad,
4434,13,9,1329,156-İzle-Ad,
4435,13,10,1329,156-Watch-Ad,
4436,13,12,1329,156-Watch-Ad,
4437,13,14,1329,156- Watch,
4438,13,18,1329,156-Verif-Ad,
4439,13,21,1329,156-Watch-Ad,
4440,13,23,1329,156 Riasztás Ad,
4441,13,24,1329,156_ PTSA,
4442,13,1,1330,157-Tracer-Ad,
4443,13,2,1330,157-Tracer-Ad,
4444,13,3,1330,157-Индикатор-Ад,
4445,13,4,1330,157-Tracer-Ad,
4446,13,5,1330,157-示踪剂-套头,
4447,13,6,1330,157-Tracer-Ad,
4448,13,7,1330,157-Tracer-Ad,
4449,13,8,1330,157-Znacznik-Ad,
4450,13,9,1330,157-İzleyen-Ad,
4451,13,10,1330,157-Tracciante-Ad,
4452,13,12,1330,157-Tracer-Ad,
4453,13,14,1330,157- Tracer,
4454,13,18,1330,157-Traçador-Ad,
4455,13,21,1330,157-Tracer-Ad,
4456,13,23,1330,157 Nyomjelző Ad,
4457,13,24,1330,157_ PTSA,
4458,13,1,1331,158-Cyanide-pow,
4459,13,2,1331,158-Zyanide-pow,
4460,13,3,1331,158-Цианид-пор,
4461,13,4,1331,158-Cyanure-pow,
4462,13,5,1331,158-氰化物-粉剂,
4463,13,6,1331,158-ציאניד,
4464,13,7,1331,158-Cianuro-pol,
4465,13,8,1331,158-Cyjanek-proszek,
4466,13,9,1331,158-Siyanür Tozu,
4467,13,10,1331,158-Cianuro-polv,
4468,13,12,1331,158-Cyanide-pow,
4469,13,14,1331,158- السيانيد - بودر,
4470,13,18,1331,158-Cianeto-pow,
4471,13,21,1331,158-Cyanide-pulver,
4472,13,23,1331,158 Cianid por,
4473,13,24,1331,158_シアン化物_粉末,
4474,13,1,1332,159-PTT-tab,
4475,13,2,1332,159-PTT-tab,
4476,13,3,1332,159-PTT-таб,
4477,13,4,1332,159-PTT-tab,
4478,13,5,1332,159-PTT-片剂,
4479,13,7,1332,159-PTT-tab,
4480,13,8,1332,159-PTT-tab,
4481,13,10,1332,159-PTT-tas,
4482,13,12,1332,159-PTT-tab,
4483,13,14,1332,159- PTT,
4484,13,18,1332,159-PTT-tab,
4485,13,21,1332,159-PTT-tab,
4486,13,23,1332,159 PTT tabletta,
4487,13,24,1332,159_過マンガン_錠剤,
4488,13,1,1333,160-Hydrocarbons,
4489,13,2,1333,160-Kohlenwasserstoff,
4490,13,3,1333,160-Углеводороды,
4491,13,4,1333,160-Hydrocarbures,
4492,13,5,1333,160-碳氢化合物,
4493,13,7,1333,160-Hidrocarburos.,
4494,13,8,1333,160-Węglowodory,
4495,13,10,1333,160-Idrocarburo,
4496,13,12,1333,160-Koolwaterstoffen,
4497,13,14,1333,160- الهيدروكربونات,
4498,13,18,1333,160-Hidrocarbonetos,
4499,13,21,1333,160-Kolväten,
4500,13,23,1333,160 Szénhidrogének,
4501,13,24,1333,160_炭化水素,
4502,13,1,1334,161-Manganese-VLR,
4503,13,2,1334,161-Mangan-VLR,
4504,13,3,1334,161-Марганец-VНД,
4505,13,4,1334,161-Manganèse-VLR,
4506,13,5,1334,161-锰-极低量程,
4507,13,7,1334,161-Manganeso-VLR,
4508,13,8,1334,161-Mangan-VLR,
4509,13,10,1334,161-Manganese VLR,
4510,13,12,1334,161-Mangaan-VLR,
4511,13,14,1334,161- المنجنيز,
4512,13,18,1334,161-Manganês-VLR,
4513,13,21,1334,161-Manganese-VLR,
4514,13,23,1334,161 Mangán VLR,
4515,13,24,1334,161_マンガン_錠剤,
4516,13,1,1335,162-HydrPer-HR-tab,
4517,13,2,1335,162-HydrPer-HR-tab,
4518,13,3,1335,162-ПерВод-ВД-таб,
4519,13,4,1335,162-Peroxyde Hydrogène-HR-tab,
4520,13,5,1335,162-过氧化氢-高量程-片剂,
4521,13,7,1335,162-PerHidr-HR-tab,
4522,13,8,1335,162-WodoruNadtlenek-HR-tab,
4523,13,10,1335,162-Idroperossidi-HR-pas,
4524,13,12,1335,162-Water-Perox-HR-tab,
4525,13,14,1335,162- بيروكسيد الهيدروجين,
4526,13,18,1335,162-Peróxido de Hidrogênio-HR-tab,
4527,13,23,1335,162 Hidrogén-peroxid HR tabletta,
4528,13,24,1335,162_過酸化水素,
4529,13,1,1336,163-Dis.Oxygen,
4530,13,2,1336,163-Gel.Sauerstoff,
4531,13,3,1336,163-Раств. Кислород,
4532,13,4,1336,163-Oxygène Dis.,
4533,13,5,1336,163-溶解氧,
4534,13,7,1336,163-OxíDisuelto,
4535,13,8,1336,163-Tlen rozpuszczony,
4536,13,10,1336,163-Ossigeno disciolto,
4537,13,12,1336,163- Opgeloste Zuurstof,
4538,13,14,1336,163- الأوكسجين المذاب,
4539,13,18,1336,163-Oxigênio Dissolvido,
4540,13,23,1336,163 Oldott oxigén,
4541,13,24,1336,163_溶存酸素_液体試薬,
4542,13,1,1337,164-Peracetic-Acid-LR,
4543,13,2,1337,164-Peressig-LR,
4544,13,3,1337,164-Надуксусная кислота-НД,
4545,13,4,1337,164-Ac.Peracetique-LR,
4546,13,5,1337,164-过醋酸-低量程,
4547,13,7,1337,164-Peracetic-Acid-LR,
4548,13,8,1337,164-Nadoctowy Kwas-LR,
4549,13,10,1337,164-Acido-peracetico-LR,
4550,13,12,1337,164-Perazijnzuur-LR,
4551,13,14,1337,164- بير أستيك - مدى القياس المنخفض,
4552,13,18,1337,164-Ácido Peracético-LR,
4553,13,23,1337,164 Perecetsav LR,
4554,13,24,1337,164_過酢酸(低レンジ),
4555,13,1,1338,165-Peracetic-Acid-HR,
4556,13,2,1338,165-Peressig-HR,
4557,13,3,1338,165-Надуксусная-Кислота-ВД,
4558,13,4,1338,165-Ac. Peracetique-HR,
4559,13,5,1338,165-过醋酸-高量程,
4560,13,7,1338,165-Ácido-Peracético--HR,
4561,13,8,1338,165-Nadoctowy kwas-HR,
4562,13,10,1338,165-Acido-peracetico-HR,
4563,13,12,1338,165-Perazijnzuur-HR,
4564,13,14,1338,165- حمض ال بير أستيك - مدى القياس المرتفع,
4565,13,18,1338,165-Ácido Peracético,
4566,13,23,1338,165 Percetsav HR,
4567,13,24,1338,165_過酢酸(高レンジ),
4568,13,1,1339,167-Chloride-in-MeOH,
4569,13,2,1339,167-Chloride-in-MeOH,
4570,13,4,1339,167-Chloride-in-MeOH,
4571,13,5,1339,167-氯化物（甲醇中）,
4572,13,7,1339,167-Cloruro-en-MeOH,
4573,13,8,1339,167-Chlorek-w-ozonie-metadonu,
4574,13,10,1339,167-Cloruro-en-MeOH,
4575,13,24,1339,167-Chloride-in-MeOH,
4576,13,1,1340,168-BN-LUX,
4577,13,2,1340,168-BN-LUX,
4578,13,4,1340,168-BN-LUX,
4579,13,5,1340,168-BN-LUX,
4580,13,7,1340,168-BN-LUX,
4581,13,8,1340,168-BN-LUX,
4582,13,10,1340,168-BN-LUX,
4583,13,24,1340,168-BN-LUX,
4584,13,1,1341,300-Temperature,
4585,13,2,1341,300-Temperatur,
4586,13,3,1341,300-Температура,
4587,13,4,1341,300-Température,
4588,13,5,1341,300-水温,
4589,13,6,1341,300-טמפרטורה,
4590,13,7,1341,300-Temperatura,
4591,13,8,1341,300-Temperatura,
4592,13,9,1341,300-Sıcaklık,
4593,13,10,1341,300-Temperatura,
4594,13,12,1341,300-Temperatuur,
4595,13,14,1341,300- الحراره,
4596,13,18,1341,300-Temperatura,
4597,13,21,1341,300-Temperature,
4598,13,23,1341,300 Hőmérséklet,
4599,13,24,1341,300_温度,
4600,13,1,1342,301-Conductivity,
4601,13,2,1342,301-Leitfähigkeit,
4602,13,3,1342,301-Проводимость,
4603,13,4,1342,301-Conductivité,
4604,13,5,1342,301-电导率,
4605,13,6,1342,301-מוליכות,
4606,13,7,1342,301-Conductividad,
4607,13,8,1342,301-Przewodność,
4608,13,9,1342,301-İletkenlik,
4609,13,10,1342,301-Conducibilità,
4610,13,12,1342,301-Geleidingsvermogen,
4611,13,14,1342,301- التوصيليه,
4612,13,18,1342,301-Condutividade,
4613,13,21,1342,301-Konduktivitet,
4614,13,23,1342,301 Vezetőképesség,
4615,13,24,1342,301_導電率,
4616,13,1,1343,302-TDS,
4617,13,2,1343,302-TDS,
4618,13,3,1343,302-TDS,
4619,13,4,1343,302-TDS,
4620,13,5,1343,302-总溶解固体,
4621,13,6,1343,302-TDS,
4622,13,7,1343,302-Sól-dis-tot,
4623,13,8,1343,302-TDS,
4624,13,9,1343,302-TDS,
4625,13,10,1343,302-TDS,
4626,13,12,1343,302-TDS,
4627,13,14,1343,302- المجموع الكلي للأملاح الذائبه,
4628,13,18,1343,302-Total Sólidos Dissolvidos,
4629,13,21,1343,302-TDS,
4630,13,23,1343,302 Teljes oldott szilárd anyagok,
4631,13,24,1343,302_TDS,
4632,13,1,1344,303-flow-velocity,
4633,13,2,1344,303-Ström.geschw.,
4634,13,3,1344,303-скор-протока,
4635,13,4,1344,303-vit-d'ecoul,
4636,13,5,1344,303-流速,
4637,13,6,1344,303-מהירות זרימה,
4638,13,7,1344,303-velocidad-fluj,
4639,13,8,1344,303-prędkość-przepływu,
4640,13,9,1344,303-Akış-Hız,
4641,13,10,1344,303-Velocità Flusso,
4642,13,12,1344,303-stroom-snelheid,
4643,13,14,1344,303- السريان - السرعه,
4644,13,18,1344,303-Velocidade-Fluxo,
4645,13,21,1344,303-flöde-hastighet,
4646,13,23,1344,303 Áramlási sebesség,
4647,13,24,1344,303-flow-velocity,
4648,13,1,1345,304-Redox,
4649,13,2,1345,304-Redox,
4650,13,3,1345,304-ОВП,
4651,13,4,1345,304-Redox,
4652,13,5,1345,304-ORP,
4653,13,6,1345,304-רדוקס,
4654,13,7,1345,304-Redox,
4655,13,8,1345,304-Redox,
4656,13,9,1345,304-Redoks,
4657,13,10,1345,304-Redox,
4658,13,12,1345,304-Redox,
4659,13,14,1345,304- معامل الأكسده و الأختزال,
4660,13,18,1345,304-Redox,
4661,13,21,1345,304-Redox,
4662,13,23,1345,304 Redox,
