id,category_name,phrase
585,App & Software Translation,desktop_ui_primelab_update_complete
586,App & Software Translation,labconnect_primelab_update_progress_generic
587,App & Software Translation,labconnect_primelab_update_progress_sub_starting
588,App & Software Translation,desktop_sw_calibration_form_title
589,App & Software Translation,desktop_sw_calibration_form_header
590,App & Software Translation,desktop_sw_calibration_button
591,App & Software Translation,desktop_sw_calibration_calibration_type
592,App & Software Translation,desktop_sw_calibrate_success_title
593,App & Software Translation,desktop_sw_calibrate_success_message
594,App & Software Translation,primelab_info_fragmenttitle
595,App & Software Translation,desktop_sw_plinfo_dotmenu_syncdata
596,App & Software Translation,desktop_sw_plinfo_dotmenu_setdevname
597,App & Software Translation,desktop_sw_plinfo_dotmenu_calibrate
598,App & Software Translation,desktop_sw_plinfo_dotmenu_activatelicense
599,App & Software Translation,desktop_sw_plinfo_dotmenu_devupdate
600,App & Software Translation,desktop_sw_plinfo_dotmenu_clearmeasures
601,App & Software Translation,desktop_sw_plinfo_dotmenu_disconnectdev
602,App & Software Translation,desktop_sw_plinfo_form_overview_title
603,App & Software Translation,desktop_sw_plinfo_v_devname
604,App & Software Translation,desktop_sw_plinfo_v_devmac
605,App & Software Translation,desktop_sw_plinfo_v_devbattery
606,App & Software Translation,desktop_sw_plinfo_v_dev_accounts
607,App & Software Translation,desktop_sw_plinfo_v_dev_measures
608,App & Software Translation,desktop_sw_plinfo_v_dev_active_licenses
609,App & Software Translation,desktop_sw_plinfo_v_dev_serial_number
610,App & Software Translation,desktop_sw_plinfo_v_dev_fw_version
611,App & Software Translation,desktop_sw_plinfo_v_dev_fw_version_available
612,App & Software Translation,desktop_sw_plinfo_v_dev_db_version
613,App & Software Translation,desktop_sw_plinfo_v_dev_db_version_available
614,App & Software Translation,desktop_sw_plinfo_tab_licenses_title
615,App & Software Translation,desktop_sw_plinfo_show_active_only
616,App & Software Translation,desktop_sw_plinfo_tab_overview_title
617,App & Software Translation,labconnect_import_data_primelab_title
618,App & Software Translation,labconnect_import_data_primelab_body_1
619,App & Software Translation,labconnect_import_data_primelab_body_2
620,App & Software Translation,labconnect_import_data_primelab_body_3
621,App & Software Translation,desktop_ui_primelab_name_changed_title
622,App & Software Translation,desktop_ui_primelab_name_changed_body
623,App & Software Translation,desktop_sw_plinfo_v_import_cleardata_title
624,App & Software Translation,desktop_sw_plinfo_v_import_cleardata_text
625,App & Software Translation,desktop_sw_plinfo_rename_title
626,App & Software Translation,desktop_sw_plinfo_rename_text
627,App & Software Translation,desktop_sw_plinfo_rename_error_title
628,App & Software Translation,desktop_sw_plinfo_rename_error_text
629,App & Software Translation,desktop_sw_plinfo_v_update_dlg_title
630,App & Software Translation,desktop_sw_plinfo_v_update_dlg_text
631,App & Software Translation,desktop_sw_plinfo_v_update_already_done_dlg_title
632,App & Software Translation,desktop_sw_plinfo_v_update_already_done_dlg_text
633,App & Software Translation,desktop_sw_plinfo_v_clear_meas_dlg_title
634,App & Software Translation,desktop_sw_plinfo_v_clear_meas_dlg_text
635,App & Software Translation,desktop_sw_plinfo_v_measure_btn
636,App & Software Translation,desktop_sw_plinfo_v_request_btn
637,App & Software Translation,desktop_sw_remotecontrol_title
638,App & Software Translation,desktop_ui_rpl_title
639,App & Software Translation,desktop_ui_rplemail_invalid_title
640,App & Software Translation,desktop_ui_rplemail_invalid_body
641,App & Software Translation,desktop_ui_rpl_success_title
642,App & Software Translation,desktop_ui_rpl_success_body
643,App & Software Translation,desktop_ui_rpl_failed_title
644,App & Software Translation,desktop_ui_rpl_failed_body
645,App & Software Translation,poolapp_fragment_rsilsi_title
646,App & Software Translation,desktop_ui_toolbox_rsipsi_temperature_C
647,App & Software Translation,desktop_ui_toolbox_rsipsi_phvalue
648,App & Software Translation,desktop_ui_toolbox_rsipsi_alkalinity
649,App & Software Translation,desktop_ui_toolbox_rsipsi_hardness
650,App & Software Translation,desktop_ui_toolbox_rsipsi_tdsolids
651,App & Software Translation,poolapp_calc_rsi_phs_result_label
652,App & Software Translation,poolapp_calc_rsi_lsi_result_label
653,App & Software Translation,poolapp_calc_rsi_rsi_result_label
654,App & Software Translation,poolapp_calc_rsi_descriptor_new
655,App & Software Translation,desktop_sw_fragment_accountselect_title
656,App & Software Translation,labconnect_fragment_datetime_title
657,App & Software Translation,desktop_datetime_currentv
658,App & Software Translation,desktop_datetime_date_time_month_year
659,App & Software Translation,desktop_datetime_time_format_hhmmss
660,App & Software Translation,desktop_popup_datetime_invalid_title
661,App & Software Translation,desktop_popup_datetime_invalid_text
662,App & Software Translation,desktop_sw_select_method_title
663,App & Software Translation,desktop_ui_mainmenu_setup
664,App & Software Translation,poolapp_frag_support_title
665,App & Software Translation,desktop_ui_support_manuals_pl
666,App & Software Translation,desktop_ui_support_manuals_poollab
667,App & Software Translation,desktop_ui_support_manuals_finwell
668,App & Software Translation,desktop_ui_support_manuals_pl_head
669,App & Software Translation,desktop_ui_support_manuals_pl_btn
670,App & Software Translation,desktop_ui_support_manuals_pool_head
671,App & Software Translation,desktop_ui_support_manuals_poollab_btn
672,App & Software Translation,desktop_ui_support_manual_poollab_faqbtn
673,App & Software Translation,desktop_ui_support_manuals_finwell_head
674,App & Software Translation,desktop_ui_support_manuals_finwell_btn
675,App & Software Translation,desktop_ui_support_manuals_yt_head
676,App & Software Translation,desktop_ui_support_manuals_yt_primelab
677,App & Software Translation,desktop_ui_support_manuals_yt_poollab
678,App & Software Translation,desktop_ui_support_manuals_yt_finwell
679,App & Software Translation,poolapp_fragment_wtp_detail_title
680,App & Software Translation,desktop_ui_wtpdialog_group
681,App & Software Translation,desktop_ui_wtpdialog_name
682,App & Software Translation,desktop_ui_wtpdialog_effect
683,App & Software Translation,desktop_ui_wtpdialog_type
684,App & Software Translation,desktop_ui_wtpdialog_amount
685,App & Software Translation,desktop_ui_wtpdialog_unit
686,App & Software Translation,desktop_ui_wtpdialog_eff_volume
687,App & Software Translation,desktop_ui_wtpdialog_eff_volume_unit
688,App & Software Translation,desktop_ui_wtpdialog_name_placeholder
689,App & Software Translation,desktop_ui_wtpdialog_btn_save
690,App & Software Translation,desktop_ui_wtp_delete_title
691,App & Software Translation,desktop_ui_wtp_delete_text
692,App & Software Translation,desktop_ui_wtpdialog_result_text
693,App & Software Translation,desktop_ui_wtpdialog_btn_cancel
694,App & Software Translation,desktop_ui_wtpdialog_field_invalid_title
695,App & Software Translation,desktop_ui_wtpdialog_field_invalid_body
696,App & Software Translation,desktop_ui_wtpdialog_close_changed_title
697,App & Software Translation,desktop_ui_wtpdialog_close_changed_body
698,App & Software Translation,desktop_ui_wtpdialog_title_new
699,App & Software Translation,desktop_ui_wtpdialog_title_edit
700,App & Software Translation,desktop_ui_wtpdialog_btn_close
701,App & Software Translation,poolapp_chemistry_wtp_header
702,App & Software Translation,desktop_sw_update_popup_title
703,App & Software Translation,desktop_sw_update_popup_text
704,App & Software Translation,desktop_sw_update_error_popup_title
705,App & Software Translation,desktop_sw_update_error_popup_text_download
706,App & Software Translation,labconnect_busybox_loading_text
707,App & Software Translation,poolapp_application_startup_error_permissions
708,App & Software Translation,poolapp_application_startup_error_file_permissions
709,App & Software Translation,poolapp_application_startup_error_permissions_declined
710,Webinterface Translation,Your password seems to be wrong!
711,Webinterface Translation,We couldn't find an account with your email address!
712,Webinterface Translation,Email already taken!
713,Webinterface Translation,Accounts
714,Webinterface Translation,Admin
715,Webinterface Translation,Minimize menu
716,Webinterface Translation,Logged in as
717,Webinterface Translation,Total Accounts
718,Webinterface Translation,Total Measurements
719,Webinterface Translation,Last synchronization
720,Webinterface Translation,GPS tagged Accounts
721,Webinterface Translation,Log in
722,Webinterface Translation,Your email
723,Webinterface Translation,Your password
724,Webinterface Translation,forgot password
725,Webinterface Translation,Login
726,Webinterface Translation,Create account
727,Webinterface Translation,Confirm password
728,Webinterface Translation,go to login
729,Webinterface Translation,Choose color theme
730,Webinterface Translation,Default
731,Webinterface Translation,Dark
732,Webinterface Translation,Light
733,Webinterface Translation,Cyan
734,Webinterface Translation,Purple
735,Webinterface Translation,LabCom
736,Webinterface Translation,Dashboard
737,Webinterface Translation,Settings
738,Webinterface Translation,Last added measurements
739,Webinterface Translation,Synchronized
740,Webinterface Translation,Account
741,Webinterface Translation,Parameter
742,Webinterface Translation,Value
743,Webinterface Translation,Date
744,Webinterface Translation,Time
745,Webinterface Translation,Interface
746,Webinterface Translation,customize your view
747,Webinterface Translation,Grey
748,Webinterface Translation,Light blue
749,Webinterface Translation,Indigo
750,Webinterface Translation,Pink
751,Webinterface Translation,reset to default
752,Webinterface Translation,manual
753,Webinterface Translation,not set
754,Webinterface Translation,manually added
755,Webinterface Translation,Measurement
756,Webinterface Translation,Unit
757,Webinterface Translation,Method
758,Webinterface Translation,Status
759,Webinterface Translation,S/N
760,Webinterface Translation,Operator
761,Webinterface Translation,Comment
762,Webinterface Translation,Measurements deleted
763,Webinterface Translation,Your selected measurements have been deleted successfully.
764,Webinterface Translation,Got it
765,Webinterface Translation,Filter
766,Webinterface Translation,Selected
767,Webinterface Translation,Export
768,Webinterface Translation,Create measurement
769,Webinterface Translation,Search
770,Webinterface Translation,Select all
771,Webinterface Translation,parameters selected
772,Webinterface Translation,Filter by parameter
773,Webinterface Translation,Hide OVER-/UNDERRANGE
774,Webinterface Translation,Date from
775,Webinterface Translation,Date to
776,Webinterface Translation,move selected measurements
777,Webinterface Translation,delete selected measurements
778,Webinterface Translation,Support
779,Webinterface Translation,Overview
780,Webinterface Translation,Contact us
781,Webinterface Translation,Name
782,Webinterface Translation,Email
783,Webinterface Translation,Subject
784,Webinterface Translation,Bug description
785,Webinterface Translation,Send
786,Webinterface Translation,Edit Account
787,Webinterface Translation,Forename
788,Webinterface Translation,Surname
789,Webinterface Translation,"Street, House number"
790,Webinterface Translation,Zip code
791,Webinterface Translation,City
792,Webinterface Translation,Country
793,Webinterface Translation,GPS
794,Webinterface Translation,Generate GPS
795,Webinterface Translation,Phone
796,Webinterface Translation,Fax
797,Webinterface Translation,Contact email
798,Webinterface Translation,Water source description
799,Webinterface Translation,Volume
800,Webinterface Translation,Notes
801,Webinterface Translation,Save
802,Webinterface Translation,Select Parameter
803,Webinterface Translation,Ideal Low
804,Webinterface Translation,Ideal High
805,Webinterface Translation,Measurement Value
806,Webinterface Translation,All
807,Webinterface Translation,No data available in table
808,Webinterface Translation,Showing _START_ to _END_ of _TOTAL_ entries
809,Webinterface Translation,Showing 0 to 0 of 0 entries
810,Webinterface Translation,(filtered from _MAX_ total entries)
811,Webinterface Translation,Show _MENU_ entries
812,Webinterface Translation,No matching records found
813,Webinterface Translation,First
814,Webinterface Translation,Last
815,Webinterface Translation,Next
816,Webinterface Translation,Previous
817,Webinterface Translation,: activate to sort column ascending
818,Webinterface Translation,: activate to sort column descending
819,Webinterface Translation,Report
820,Webinterface Translation,Measurement journal
821,Webinterface Translation,Address
822,Webinterface Translation,January
823,Webinterface Translation,February
824,Webinterface Translation,March
825,Webinterface Translation,April
826,Webinterface Translation,May
827,Webinterface Translation,June
828,Webinterface Translation,July
829,Webinterface Translation,August
830,Webinterface Translation,September
831,Webinterface Translation,October
832,Webinterface Translation,November
833,Webinterface Translation,December
834,Webinterface Translation,"'Jan','Feb','Mar','Apr','May','Jun','Jul','Aug','Sep','Oct','Nov','Dec'"
835,Webinterface Translation,Sunday
836,Webinterface Translation,Monday
837,Webinterface Translation,Tuesday
838,Webinterface Translation,Wednesday
839,Webinterface Translation,Thursday
840,Webinterface Translation,Friday
841,Webinterface Translation,Saturday
842,Webinterface Translation,"'Sun','Mon','Tue','Wed','Thu','Fri','Sat'"
843,Webinterface Translation,Today
844,Webinterface Translation,Clear
845,Webinterface Translation,Cancel
846,Webinterface Translation,Next month
847,Webinterface Translation,Previous month
848,Webinterface Translation,Select a month
849,Webinterface Translation,Select a year
850,Webinterface Translation,Choose account
851,Webinterface Translation,Target account
852,Webinterface Translation,Support request sent
853,Webinterface Translation,"Your support request has been sent successfully, we will contact you via email as soon as possible."
854,Webinterface Translation,Accounts overview
855,Webinterface Translation,Measurements
856,Webinterface Translation,Water volume
857,Webinterface Translation,delete account
858,Webinterface Translation,Chart settings
859,Webinterface Translation,Choose parameters
860,Webinterface Translation,Parameters to visualize
861,Webinterface Translation,Visualize
862,Webinterface Translation,Measurement created
863,Webinterface Translation,The measurement has been created successfully.
864,Webinterface Translation,Account deleted
865,Webinterface Translation,This account has been deleted successfully.
866,Webinterface Translation,"You will be redirected on
closing this
notification."
867,Webinterface Translation,Account edited
868,Webinterface Translation,This account has been edited successfully.
869,Webinterface Translation,Measurements moved
870,Webinterface Translation,The selected measurements have been moved successfully.
871,Webinterface Translation,Are you sure?
872,Webinterface Translation,Are you sure to delete this account?
873,Webinterface Translation,Yes
874,Webinterface Translation,Are you sure to delete all selected measurements?
875,Webinterface Translation,Are you sure to move all selected measurements?
876,Webinterface Translation,Measurement graph
877,Webinterface Translation,Color theme
878,Webinterface Translation,Default length of table entries
879,Webinterface Translation,Date and Time
880,Webinterface Translation,set your date and time preferences
881,Webinterface Translation,"Eniwetok, Kwajalein"
882,Webinterface Translation,"Midway
                            Island, Samoa"
883,Webinterface Translation,Hawaii
884,Webinterface Translation,Taiohae
885,Webinterface Translation,Alaska
886,Webinterface Translation,"Pacific
                            Time (US & Canada)"
887,Webinterface Translation,"Mountain
                            Time (US & Canada)"
888,Webinterface Translation,"Central
                            Time (US & Canada), Mexico City"
889,Webinterface Translation,"Eastern
                            Time (US & Canada), Bogota, Lima"
890,Webinterface Translation,Caracas
891,Webinterface Translation,"Atlantic
                            Time (Canada), Caracas, La Paz"
892,Webinterface Translation,Newfoundland
893,Webinterface Translation,"Brazil,
                            Buenos Aires, Georgetown"
894,Webinterface Translation,Mid-Atlantic
895,Webinterface Translation,"Azores,
                            Cape Verde Islands"
896,Webinterface Translation,"Western Europe
                            Time, London, Lisbon, Casablanca"
897,Webinterface Translation,"Brussels,
                            Copenhagen, Madrid, Paris"
898,Webinterface Translation,"Kaliningrad, South Africa"
899,Webinterface Translation,"Baghdad,
                            Riyadh, Moscow, St. Petersburg"
900,Webinterface Translation,Tehran
901,Webinterface Translation,"Abu Dhabi,
                            Muscat, Baku, Tbilisi"
902,Webinterface Translation,Kabul
903,Webinterface Translation,"Ekaterinburg, Islamabad, Karachi, Tashkent"
904,Webinterface Translation,"Bombay, Calcutta, Madras, New Delhi"
905,Webinterface Translation,"Kathmandu, Pokhara"
906,Webinterface Translation,"Almaty,
                            Dhaka, Colombo"
907,Webinterface Translation,"Yangon, Mandalay"
908,Webinterface Translation,"Bangkok,
                            Hanoi, Jakarta"
909,Webinterface Translation,"Beijing,
                            Perth, Singapore, Hong Kong"
910,Webinterface Translation,Eucla
911,Webinterface Translation,"Tokyo,
                            Seoul, Osaka, Sapporo, Yakutsk"
912,Webinterface Translation,"Adelaide, Darwin"
913,Webinterface Translation,"Eastern
                            Australia, Guam, Vladivostok"
914,Webinterface Translation,Lord Howe Island
915,Webinterface Translation,"Magadan,
                            Solomon Islands, New Caledonia"
916,Webinterface Translation,Norfolk Island
917,Webinterface Translation,"Auckland, Wellington, Fiji, Kamchatka"
918,Webinterface Translation,Chatham Islands
919,Webinterface Translation,"Apia,
                            Nukualofa"
920,Webinterface Translation,"Line
                            Islands, Tokelau"
921,Webinterface Translation,Timezone
922,Webinterface Translation,MM/DD/YYYY
923,Webinterface Translation,DD/MM/YYYY
924,Webinterface Translation,YYYY/MM/DD
925,Webinterface Translation,Date format
926,Webinterface Translation,"12
                                    hours"
927,Webinterface Translation,"24
                                    hours"
928,Webinterface Translation,Time format
929,Webinterface Translation,Color theme successfully saved!
930,Webinterface Translation,Table length preference successfully saved!
931,Webinterface Translation,Timezone successfully saved!
932,Webinterface Translation,Time format successfully saved!
933,Webinterface Translation,Date format successfully saved!
934,Webinterface Translation,Loading...
935,Webinterface Translation,Processing...
936,Webinterface Translation,MM.DD.YYYY
937,Webinterface Translation,DD.MM.YYYY
938,Webinterface Translation,YYYY.MM.DD
939,Webinterface Translation,Unsupported type of rule!
940,Webinterface Translation,%a%b of %c %d the %e value by %f per %g%h water.
941,Webinterface Translation,lowers
942,Webinterface Translation,Water Treatment Product successfully created!
943,Webinterface Translation,"An error occured, please retry!"
944,Webinterface Translation,Water Treatment Product deleted successfully!
945,Webinterface Translation,Ideal range
946,Webinterface Translation,Frequency
947,Webinterface Translation,raises
948,Webinterface Translation,pieces
949,Webinterface Translation,piece
950,Webinterface Translation,measurement history
951,Webinterface Translation,delete measurement
952,Webinterface Translation,My Chemistry
953,Webinterface Translation,Create product
954,Webinterface Translation,delete selected products
955,Webinterface Translation,Create water treatment product
956,Webinterface Translation,Create Rule
957,Webinterface Translation,Rule name
958,Webinterface Translation,Rule type
959,Webinterface Translation,Description
960,Webinterface Translation,optional
961,Webinterface Translation,Ideal range target values
962,Webinterface Translation,The values which you want your water to have.
963,Webinterface Translation,Ideal range low
964,Webinterface Translation,Ideal range high
965,Webinterface Translation,Ideal range tolerances
966,Webinterface Translation,Acceptable tolerances which will be highlighted orange in rule evaluation.
967,Webinterface Translation,Tolerance low
968,Webinterface Translation,Tolerance high
969,Webinterface Translation,Auto override interval
970,Webinterface Translation,You will be redirected on closing this notification.
971,Webinterface Translation,12 hours
972,Webinterface Translation,24 hours
973,Webinterface Translation,"Timespan which causes an additional uploaded measurement to override the rule status of the previous measurement with the same parameter.    -   E.g.: if you would measure a pH value of 7.0 but your rule says it has to be less than 6.8 pH, you would have a timespan to treat the water, remeasure it and the uploaded value will override the broken rule status of the previous measurement."
974,Webinterface Translation,Override interval
975,Webinterface Translation,minutes
976,Webinterface Translation,Measurement time
977,Webinterface Translation,The time at which the measurement should be taken.
978,Webinterface Translation,Select time
979,Webinterface Translation,Frequency tolerances
980,Webinterface Translation,Tolerance before [min]
981,Webinterface Translation,Tolerance after [min]
982,Webinterface Translation,Validation offset
983,Webinterface Translation,Timespan for uploading measurement before the rule is validated.
984,Webinterface Translation,Create sub login user
985,Webinterface Translation,Email prefix
986,Webinterface Translation,Password
987,Webinterface Translation,"Access to all accounts, including future ones"
988,Webinterface Translation,Accounts selected
989,Webinterface Translation,Custom account set
990,Webinterface Translation,Select accounts to be accessible
991,Webinterface Translation,Access to accounts
992,Webinterface Translation,Edit sub-account
993,Webinterface Translation,Revision date
994,Webinterface Translation,Revision comment
995,Webinterface Translation,Measurement date
996,Webinterface Translation,Account created
997,Webinterface Translation,The account has been created successfully.
998,Webinterface Translation,Account details
999,Webinterface Translation,no data available
1000,Webinterface Translation,Measurement updated
1001,Webinterface Translation,The measurement has been updated successfully.
1002,Webinterface Translation,The measurement has been deleted successfully.
1003,Webinterface Translation,Are you sure to delete this measurement?
1004,Webinterface Translation,Manage sub-accounts
1005,Webinterface Translation,add new sub login user
1006,Webinterface Translation,save new password
1007,Webinterface Translation,delete sub-account
1008,Webinterface Translation,Are you sure to delete this sub-account?
1009,Webinterface Translation,"prefix already taken, or has registered a normal cloud account!"
1010,Webinterface Translation,Sub-account successfully updated!
1011,Webinterface Translation,edit sub-login
1012,Webinterface Translation,delete sub-login
1013,Webinterface Translation,Sub login successfully created!
1014,Webinterface Translation,Password sucessfully changed!
1015,Webinterface Translation,Please enter a new password!
1016,Webinterface Translation,Sub-login sucessfully deleted!
1017,Webinterface Translation,Granted Accounts
1018,Webinterface Translation,Visible Measurements
1019,Webinterface Translation,Last synchronized measurements
1020,Webinterface Translation,Measurement rules
1021,Webinterface Translation,My rules
1022,Webinterface Translation,Type
1023,Webinterface Translation,edit rule
1024,Webinterface Translation,delete rule
1025,Webinterface Translation,Are you sure to delete this rule?
1026,Webinterface Translation,Rule successfully created!
1027,Webinterface Translation,Rule successfully deleted!
1028,Webinterface Translation,API
1029,Webinterface Translation,Access your data via our GraphQL API
1030,Webinterface Translation,Test the API via your custom link
1031,Webinterface Translation,including the documentation
1032,Webinterface Translation,Renew API token
1033,Webinterface Translation,Generate API token
1034,Webinterface Translation,After generating a token you access the GraphQL webapp including the documentation.
1035,Webinterface Translation,The key is required as authorization header
1036,Webinterface Translation,Header name
1037,Webinterface Translation,Header value
1038,Webinterface Translation,The API endpoint is
1039,Webinterface Translation,Water Treatment Products
1040,Webinterface Translation,Product name
1041,Webinterface Translation,Parameter group
1042,Webinterface Translation,Effect
1043,Webinterface Translation,edit product
1044,Webinterface Translation,delete product
1045,Webinterface Translation,Product deleted
1046,Webinterface Translation,The product has been deleted successfully.
1047,Webinterface Translation,Product updated
1048,Webinterface Translation,The product has been updated successfully.
1049,Webinterface Translation,Are you sure to delete this product?
1050,Webinterface Translation,Are you sure to delete all selected products?
1051,Webinterface Translation,New water treatment product
1052,Webinterface Translation,Read the label of your product and complete the input fields accordingly.
1053,Webinterface Translation,Product amount
1054,Webinterface Translation,piece(s)
1055,Webinterface Translation,Product unit
1056,Webinterface Translation,Product effect
1057,Webinterface Translation,Select group
1058,Webinterface Translation,Effected parameter group
1059,Webinterface Translation,Product effect value
1060,Webinterface Translation,Effected water volume
1061,Webinterface Translation,liter
1062,Webinterface Translation,Water volume unit
1063,Webinterface Translation,Edit water treatment product
1064,Webinterface Translation,Translation saved!
1065,Webinterface Translation,edited by:
1066,Webinterface Translation,created by:
1067,Webinterface Translation,"Translations imported, please refresh the page!"
1068,Webinterface Translation,Translations exported to live system!
1069,Webinterface Translation,My Accounts
1070,Webinterface Translation,Shared Accounts
1071,Webinterface Translation,copy token
1072,Webinterface Translation,Supervisor
1073,Webinterface Translation,Shared access between cloud accounts
1074,Webinterface Translation,Have access
1075,Webinterface Translation,Grant access
1076,Webinterface Translation,Email address of target cloud account
1077,Webinterface Translation,grant access to cloud account
1078,Webinterface Translation,delete access
1079,Webinterface Translation,Are you sure to delete this shared access?
1080,Webinterface Translation,Token copied!
1081,Webinterface Translation,Access successfully created!
1082,Webinterface Translation,No cloud account with given email found!
1083,Webinterface Translation,Shared access successfully deleted!
1084,Webinterface Translation,"Oops, something went wrong..."
1085,Webinterface Translation,Cloud account
1086,Webinterface Translation,Applied rules
1087,Webinterface Translation,Account name
1088,Webinterface Translation,discard
1089,Webinterface Translation,Apply rules to accounts
1090,Webinterface Translation,Select rules
1091,Webinterface Translation,Select accounts
1092,Webinterface Translation,Are you sure to discard this rule?
1093,Webinterface Translation,Rule successfully discarded!
1094,Webinterface Translation,Rules successfully applied!
1095,Webinterface Translation,Rule validation
1096,Webinterface Translation,unfold all
1097,Webinterface Translation,Validate from
1098,Webinterface Translation,Validate to
1099,Webinterface Translation,Export rule validation
1100,Webinterface Translation,Validation Report
1101,Webinterface Translation,Rule successfully updated!
1102,Webinterface Translation,Export as PDF
1103,Webinterface Translation,Reset password
1104,Webinterface Translation,You recently requested to reset your password for your LabConnect account. Use the button below to reset it.
1105,Webinterface Translation,Printable version
1106,Webinterface Translation,New password
1107,Webinterface Translation,Email successfully sent. Please check your inbox.
1108,Webinterface Translation,There is no cloud account with this email!
1109,Webinterface Translation,missing measurement for:
1110,Webinterface Translation,Edit measurement
1111,Webinterface Translation,Translator
1112,Webinterface Translation,Username
1113,Webinterface Translation,Wrong login information!
1114,Webinterface Translation,Please enter the login credentials!
1115,Webinterface Translation,reload validation
1116,Webinterface Translation,in tolerance
1117,Webinterface Translation,breached
1118,Webinterface Translation,Password reset
1119,Webinterface Translation,You recently requested to reset your password for your LabCom account. Use the button below to reset it.
1120,Webinterface Translation,Reset your password
1121,Webinterface Translation,Please fill all required fields!
1122,Webinterface Translation,Please select rules and accounts!
1123,Webinterface Translation,required
1124,Webinterface Translation,The selected product has been deleted successfully.
1125,Webinterface Translation,Calculators
1126,Webinterface Translation,Active Chlorine
1127,Webinterface Translation,Active Chlorine Calculator
1128,Webinterface Translation,pH
1129,Webinterface Translation,Temperature
1130,Webinterface Translation,Free Chlorine
1131,Webinterface Translation,CYA
1132,Webinterface Translation,0.05ppm HOCl are required for basic desinfection
1133,Webinterface Translation,0.32ppm HOCl are required to kill stronger viruses like e.g. the Coxsackie virus
1135,Website,Search
1136,Groups,Active Oxygen
1137,Groups,Ammonia
1138,Groups,Aluminium
1139,Groups,Alkalinity
1140,Groups,Boron
1141,Groups,Bromine
1142,Groups,Oxygen scavengers
1143,Groups,Chloride
1144,Groups,Chlorine
1145,Groups,Chlorine Dioxide
1146,Groups,COD
1147,Groups,Cyanuric Acid
1148,Groups,DBNPA
1149,Groups,Phosphonate
1150,Groups,Iron
1151,Groups,Fluoride
1152,Groups,Hardness
1153,Groups,Hydrazine
1154,Groups,Chromium
1155,Groups,Iodine
1156,Groups,Potassium
1157,Groups,Copper
1158,Groups,Manganese
1159,Groups,Tannin
1160,Groups,Molybdate
1161,Groups,Sod.-Hypochlorite
1162,Groups,Nitrate
1163,Groups,Nitrite
1164,Groups,Ozone
1165,Groups,pH
1166,Groups,PHMB
1167,Groups,Phosphate
1168,Groups,Magnesium
1169,Groups,Silica
1170,Groups,Sulphate
1171,Groups,Sulphide
1172,Groups,Sulphite
1173,Groups,Triazole
1174,Groups,Turbidity
1175,Groups,Hydrogen Peroxide
1176,Groups,Zinc
1177,Groups,Polyacrylate
1178,Groups,QAC
1179,Groups,Suspended Solids
1180,Groups,Nickel
1181,Groups,Chlorite
1182,Groups,Colour
1183,Groups,PTSA
1184,Groups,Fluorescein
1185,Groups,Transmission
1186,Groups,Polyamine
1187,Groups,Urea
1188,Groups,manually
1189,Groups,QC Colour Tests
1190,Groups,Isothiazolinone
1191,Groups,Legionella
1192,Groups,Nitrogen
1193,Groups,Phosphorus
1194,Groups,Cyanide
1195,Groups,Permanganate
1196,Groups,Hydrocarbons
1197,Groups,Oil
1198,Groups,Tankwash
1199,Groups,Phenol
1200,Groups,Dissolved Oxygen
1201,Groups,Peracetic Acid
1202,Scenarios,01-Act-oxi-MPS-tab
1203,Scenarios,02-Ammonia-LR-tab
1204,Scenarios,03-Ammonia-LR-pow
1205,Scenarios,04-Aluminium-tab
1206,Scenarios,05-Alkalinit-M-tab
1207,Scenarios,06-Alkalinit-P-tab
1208,Scenarios,07-Boron-tab
1209,Scenarios,08-Bromine-tab
1210,Scenarios,09-Hard-Cal-HR_tab
1211,Scenarios,10-Chloride-tab
1212,Scenarios,11-Chlorine-tab
1213,Scenarios,12-Chlorine-liq
1214,Scenarios,14-Chlorine-HR-tab
1215,Scenarios,15-Chlorine-HR-liq
1216,Scenarios,16-Chlorin-Dio-tab
1217,Scenarios,17-COD-HR-pre
1218,Scenarios,18-Copper-tab
1219,Scenarios,19-Copper-pow
1220,Scenarios,20-Cyanur-Acid-tab
1221,Scenarios,21-DEHA-liq
1222,Scenarios,23-Hydrazine-liq
1223,Scenarios,24-Hydr-Per-LR-tab
1224,Scenarios,25-Hydr-Per-HR-liq
1225,Scenarios,26-Hydroquinon-liq
1226,Scenarios,27-Iodine-tab
1227,Scenarios,28-Iron-LR-tab
1228,Scenarios,29-Iron-MR-pow
1229,Scenarios,30-Iron-HR-liq
1230,Scenarios,31-Manganes-LR-tab
1231,Scenarios,32-Molybdat-HR-tab
1232,Scenarios,33-Molybdat-HR-liq
1233,Scenarios,34-Nitrate-pow
1234,Scenarios,35-Nitrite-LR-tab
1235,Scenarios,36-Nitrite-HR-pow
1236,Scenarios,37-Ozone-tab
1237,Scenarios,38-pH-MR-tab
1238,Scenarios,39-pH-MR-liq
1239,Scenarios,40-pH-LR-tab
1240,Scenarios,41-pH-univ-tab
1241,Scenarios,42-pH-univ-liq
1242,Scenarios,43-PHMB-tab
1243,Scenarios,44-Phosphat-LR-tab
1244,Scenarios,45-Phosphat-LR-liq
1245,Scenarios,46-Phosphat-HR-tab
1246,Scenarios,47-Phosphat-HR-liq
1247,Scenarios,48-Potassium-tab
1248,Scenarios,49-Silica-LR-liq
1249,Scenarios,50-Silica-HR-pow
